VIN,Model,Type,Year,Brand,Dealership,Miles,BoughtPrice,InventoryStatus,ListingPrice
SQJN3T4CPTEPY03DF,Veloster,Hatchback,2022,Hyundai,2,32966,20675,Sold,27909.79
WNH521X7CM4B2SJPS,Forester,Sedan,2017,Subaru,2,83545,7703,Available,10392.57
08GAYG33JZCTVENNB,GLC,Coupe,2023,Mercedes-Benz,2,100276,10717,Sold,13276.84
IXJDOR4ERANUWH9IO,Rogue,SUV,2019,Nissan,2,87895,11573,Available,14955.17
LDC70YBSSSNBVMIWK,Supra,Hatchback,2020,Toyota,3,44154,16740,Sold,22367.84
43PPIXRHK6OG459EJ,Model X,SUV,2016,Tesla,3,38312,10935,Reserved,14351.22
KDYBDGG3TKKP3Q1AP,MX-5 Miata,Truck,2020,Mazda,2,101709,8237,Available,9570.05
ZN9KTWOHCPGF9S5PM,Stinger,Minivan,2023,Kia,2,49204,22600,Available,27405.57
8HFDRIMAKSIWRRN1X,Passat,SUV,2015,Volkswagen,2,13515,12821,Available,14517.09
683PJ1SWOJCNJ8DI8,E-Class,SUV,2018,Mercedes-Benz,1,11396,24375,Available,32626.25
XKG512EB97H1RN9GT,Cherokee,SUV,2018,Jeep,4,41558,21468,Reserved,26868.14
6NCDDJG03TMFA1UN1,GT-R,Hatchback,2015,Nissan,4,42767,14630,Sold,16929.26
5Y2KIUH1SXEJ9TL8Q,Stinger,Truck,2019,Kia,3,65809,13884,Available,17603.87
6CX4G1C172Z69LN9P,A6,SUV,2017,Audi,4,85176,7687,Sold,9643.59
06JZ8WUTXXOWC1WH0,GT-R,Minivan,2024,Nissan,2,78967,12785,Sold,15208.28
IMS2T5VSAG521ECC2,MX-5 Miata,Coupe,2015,Mazda,4,17412,14048,Sold,15851.61
T3ST52P8JYV3UJG6R,Veloster,Minivan,2021,Hyundai,1,56557,16867,Available,21385.56
3HQ913SPPK0KQ8M22,Golf,Coupe,2018,Volkswagen,2,8639,25097,Sold,30871.24
9WSELW1S0SOQFKNQ2,Supra,Minivan,2020,Toyota,4,25508,18575,Sold,24018.95
JHBIH6ZRB8MCRCZ9G,Veloster,Hatchback,2017,Hyundai,1,42845,12930,Sold,15904.43
VR2HJCLZLQXQRTHZQ,Stinger,Coupe,2024,Kia,1,40251,25656,Sold,33687.49
0C1Q2UDF7KH213PW0,Gladiator,Coupe,2020,Jeep,2,109934,7135,Reserved,8832.96
GO65GOTME6ANNDJ8V,CR-V,SUV,2023,Honda,2,49259,20517,Available,25445.89
859EJZ94WMINML48A,AMG GT,Truck,2016,Mercedes-Benz,1,81232,6434,Available,8487.5
EOZ8JA0BY1TWWRW9P,Cybertruck,Truck,2019,Tesla,1,48687,17369,Sold,20857.92
NC5PL5QSUUS8AHBO7,Sportage,Sedan,2017,Kia,1,65725,10849,Available,12297.38
ETHEN25XSVF9LMEPK,Gladiator,Truck,2016,Jeep,1,71811,8402,Sold,9302.66
S0BC3BS1LFMPDLCXN,Z4,Hatchback,2021,BMW,3,42502,15487,Sold,19959.4
LSEUBJ5ZI34FINJJ8,Stinger,Truck,2016,Kia,2,29986,15538,Sold,19501.39
W7H2YSM20G2832YWO,E-Class,SUV,2021,Mercedes-Benz,4,105455,8420,Available,10744.09
P7S954TXRMWONWXWC,GT-R,Hatchback,2019,Nissan,1,62245,13883,Available,16010.45
NXLK0SJ53S0JVADBK,Camaro,Minivan,2022,Chevrolet,3,87748,8316,Reserved,9431.12
5SHGFYA8RDBURDEJA,AMG GT,Minivan,2022,Mercedes-Benz,2,76720,11570,Reserved,12769.07
37E4H3W8DQTNXLFIP,Camaro,Minivan,2019,Chevrolet,3,44663,14393,Available,17093.8
IL71QW97SMIOESGH4,Ridgeline,Truck,2022,Honda,1,110713,5578,Sold,6958.44
CCT7TVI0QLX1PL4G4,R8,Coupe,2019,Audi,2,20628,21757,Reserved,26066.21
CUHYCOO09YB5SN6YO,Golf,Minivan,2015,Volkswagen,3,85717,7665,Sold,9269.81
H7J5A6ZQ0BHTXJ366,R8,Minivan,2018,Audi,3,101215,7705,Reserved,10217.14
2WXLCWKKZJNRCO1CU,Bronco,Minivan,2022,Ford,4,35906,19030,Available,22589.83
R7AC8NT1PKF42TVNZ,Forte,SUV,2023,Kia,2,59241,20262,Sold,24891.81
PA8HTKG4NIQR7BA4O,RAV4,SUV,2023,Toyota,4,14809,23391,Sold,30312.71
CJBL9K6SAHWCBU1UR,Gladiator,Truck,2023,Jeep,2,108701,7277,Reserved,8726.11
CNJUUD3FIBXTDBR95,Highlander,Sedan,2021,Toyota,2,19864,24000,Sold,30132.52
U5U6NDD7CY9678OL0,Passat,SUV,2021,Volkswagen,2,12816,25761,Available,33890.94
FEKTKNSP54WD8CYQU,GLC,Coupe,2021,Mercedes-Benz,4,82577,13238,Reserved,17704.24
260WJD7K4RBOXNJRF,Malibu,SUV,2020,Chevrolet,3,81526,12683,Sold,14417.63
GT5QPQK1NKMUGGHOU,Renegade,SUV,2016,Jeep,1,22162,15631,Reserved,20814.97
5FDMNUMLK16JXO845,Accord,SUV,2016,Honda,1,58358,8830,Reserved,10799.35
KUA6IDIYGIMAKECPX,Veloster,Truck,2020,Hyundai,4,104699,8047,Available,9371.22
TKF7SMQ8TPDC1OALE,Z4,Truck,2023,BMW,3,18946,29955,Available,36388.85
1OEE61C6WQEEK2OVA,Outback,SUV,2019,Subaru,4,20851,21279,Sold,28620.43
4P9U78EVLT9FDV3WP,Corvette,SUV,2017,Chevrolet,1,75152,10036,Available,12275.58
IPIWGLEVLKDVINUSS,Prius,Sedan,2016,Toyota,3,109347,5074,Reserved,5998.42
PR7RZIOTIHU1KXJPP,Legacy,Sedan,2020,Subaru,3,104818,7952,Sold,10006.4
OD8RRVR5C3TBU9A9J,Tahoe,Coupe,2019,Chevrolet,3,105621,6137,Reserved,7119.14
U1F3LTZBFX2CS7USI,R8,Hatchback,2017,Audi,2,106474,5209,Reserved,5828.69
GM70E1Y12DNKF1HID,3 Series,SUV,2017,BMW,1,19296,16896,Sold,19129.99
OOBGSIMINQZZ4NZYU,X5,SUV,2018,BMW,4,40197,17857,Reserved,20214.33
DJN7BPXG6X9GF4115,RAV4,Truck,2022,Toyota,3,55495,16392,Sold,18653.7
1J169AMFZYBNTF2DI,GT-R,Coupe,2022,Nissan,3,74575,14909,Available,16917.34
02115A2D1EM23802T,Cybertruck,Coupe,2018,Tesla,4,12226,25701,Reserved,32388.88
O3EYGI5TQ7DBSAWTB,Bronco,Coupe,2017,Ford,2,67254,10164,Reserved,11642.56
WGN0SMFI43P8C07MM,Rogue,Sedan,2019,Nissan,2,69798,11811,Sold,14012.77
I5C4IJ7MZR7GR4E7G,BRZ,Coupe,2015,Subaru,3,30467,16608,Sold,21992.27
M8NOV9SWA66MJ62S7,Equinox,Coupe,2017,Chevrolet,1,15380,16851,Available,20532.78
QSZIBYE1JWTS8OS42,Santa Fe,SUV,2020,Hyundai,3,7570,26185,Available,33173.5
ZQ5WXLF6QDVL47TM8,Golf,Truck,2022,Volkswagen,1,101692,7965,Sold,9104.63
PNGXCNMYA6DM93X52,Bronco,Hatchback,2020,Ford,4,74295,13403,Reserved,15387.61
J68I6JOF3DV0IZJWI,Corvette,Sedan,2020,Chevrolet,4,84813,12264,Available,13615.7
0TQJ68M523V5HBZA4,Camaro,Minivan,2021,Chevrolet,2,59206,12739,Available,14550.92
GQGK53QY3RZRL2GJO,Supra,Hatchback,2023,Toyota,4,8520,30830,Available,36060.24
247PL4ZQWSWAKJVMT,E-Class,SUV,2018,Mercedes-Benz,3,65977,12144,Reserved,13895.8
RG1H8K6DKJ2MEUMOX,Veloster,Minivan,2022,Hyundai,3,78227,13735,Available,15413.08
2JRS5Q1984MUAZTSA,Jetta,SUV,2024,Volkswagen,3,116953,5348,Reserved,6044.09
O1O2N1QYNEMUZRG2U,Gladiator,Hatchback,2019,Jeep,4,22190,23636,Sold,28722.34
SBG6MB31THPDUAIEL,GT-R,Coupe,2018,Nissan,1,61241,13908,Reserved,16016.22
5ZQAKMGS6FGQ955SC,Mazda3,SUV,2016,Mazda,3,94068,6549,Sold,7800.3
UUL6P7KKLM7R87GLO,MX-5 Miata,Minivan,2023,Mazda,4,88087,11002,Reserved,13486.85
L95OZA97G14KJKMHR,Gladiator,Hatchback,2021,Jeep,1,54702,14526,Sold,18485.77
P76FM7QODPQW0NKV7,Golf,Coupe,2015,Volkswagen,3,108522,5429,Sold,6025.26
OBIN3LS8LMWCV4D22,Sentra,Sedan,2024,Nissan,3,113915,8212,Available,10674.39
N7VN4RSAGCWZDNF47,Equinox,Coupe,2024,Chevrolet,3,38899,21074,Sold,26489.49
012O0GYYQEFBL6W26,Stinger,Hatchback,2022,Kia,3,60632,13950,Available,15630.13
QAX3XS6Z7GTC7UY43,BRZ,Minivan,2018,Subaru,4,83927,9432,Reserved,12435.1
YJE9RTJOOWWZ6RLLY,BRZ,Truck,2016,Subaru,4,7505,18458,Sold,24553.17
89JK0XDZVQR8BLP0J,Z4,Hatchback,2016,BMW,3,21740,12344,Reserved,13766.89
CJESO2IRHHEQNEEZF,Gladiator,Hatchback,2019,Jeep,3,41981,16003,Reserved,18711.02
K55WCSK6OBBF1V3US,Model S,Sedan,2016,Tesla,4,6022,17999,Reserved,23426.6
817DVOHUNHQIEVAG0,Gladiator,Minivan,2020,Jeep,2,40783,18999,Reserved,24452.95
OTE44CTDSIUISD4CA,Stinger,Coupe,2015,Kia,4,56903,12033,Available,13791.39
SJO4L2A6WNHJ7THOC,Mazda3,SUV,2024,Mazda,1,96300,8949,Reserved,10312.27
QY2WOGGIMAF0MEA2X,GT-R,Minivan,2021,Nissan,1,96200,8016,Reserved,9560.03
D7DVFFZ48XB40FYZU,E-Class,SUV,2022,Mercedes-Benz,4,60360,16763,Sold,20469.81
TNC9SNU4TEVGHOWO5,Outback,Sedan,2018,Subaru,2,92784,10995,Available,13793.93
WOY4TDN89Y66V5BCM,R8,Truck,2022,Audi,2,47673,19644,Sold,23420.13
6YIMASWYHNCY054D2,A6,SUV,2017,Audi,4,50401,12086,Reserved,14692.15
1QN4Q7ZNXEOMRQXXI,C-Class,SUV,2015,Mercedes-Benz,4,56530,9064,Sold,11664.17
ETXGU0EW4VCG2JQX4,X5,SUV,2021,BMW,2,115479,5955,Reserved,6605.11
EXQLUV95473A3HW0L,NSX,Minivan,2015,Honda,1,77915,8574,Reserved,9972.5
YDNIXA327USBEICDU,Golf,Coupe,2016,Volkswagen,1,101114,6135,Available,7842.6
5TSCTNBXHHBU4F810,A4,Sedan,2022,Audi,2,15534,21969,Sold,29082.6
4KE5A4XUXVIVPO4EK,MX-5 Miata,Truck,2022,Mazda,3,37914,16748,Reserved,20565.19
P1R5APOUJ44W33KEK,Tacoma,SUV,2017,Toyota,1,18462,14283,Available,17611.34
MW89F31A9X3MTPHK8,Stinger,Coupe,2023,Kia,1,78690,13899,Available,15661.3
C5ZC4U18NFVX625Z4,Model Y,Sedan,2023,Tesla,4,90441,12246,Reserved,14840.35
YUERL8C6QVQSV2DBX,GT-R,Minivan,2016,Nissan,1,65785,11319,Reserved,13958.07
8U0FRY8OY781KQT2T,Tucson,Sedan,2016,Hyundai,3,60706,8867,Reserved,10291.2
G1VAYK9Q1Y7TVSCVE,Gladiator,Hatchback,2022,Jeep,3,37428,16874,Reserved,19697.2
PWJYLCHJX6UVQEK2A,Cybertruck,Truck,2017,Tesla,2,23618,16480,Available,19682.41
6YWW0M23MQNA4Z8K2,Veloster,Truck,2019,Hyundai,3,51370,17474,Available,19309.08
EVV7OX31DT2SKH9QW,BRZ,Minivan,2022,Subaru,3,52152,17799,Reserved,21012.07
HSPA7QZ2DS7TJJWS3,Bronco,Minivan,2015,Ford,2,72803,10703,Available,12339.08
D29JPCDJ0Z6258QSZ,R8,Minivan,2020,Audi,4,35617,17506,Sold,20689.89
Q21ZY633MEFUT71AA,Model Y,Sedan,2017,Tesla,3,37867,11149,Sold,12597.71
62J7MCE1LLSDYFQAD,Forester,SUV,2015,Subaru,4,92567,5824,Reserved,7703.01
7QHYG9FF6PCZYTC9D,Equinox,Sedan,2023,Chevrolet,2,66297,19549,Available,24404.93
KFJYESDYOC8JHDDS8,Tucson,Sedan,2018,Hyundai,2,64325,14021,Sold,17803.52
3TKCKXSQXYG9IVWP4,Cybertruck,Hatchback,2019,Tesla,2,38047,16356,Reserved,21218.52
0GCQ8CGYNK2Z19Y3W,Tiguan,SUV,2016,Volkswagen,2,9113,17644,Sold,21607.03
YOKUPUR4ZQFYGJ3DD,R8,Hatchback,2017,Audi,3,73168,7796,Reserved,8745.01
4PU9IRRX5II7AO8PX,A6,SUV,2020,Audi,2,73294,14599,Reserved,18019.2
KOR7HT132Q04QV9AN,R8,Truck,2016,Audi,4,76842,9584,Reserved,11948.47
M4B5QHITS7PZFBFJV,Model 3,SUV,2016,Tesla,2,104441,6201,Reserved,7976.72
FM0O6L858PBXERXQZ,Gladiator,Hatchback,2021,Jeep,4,115260,5528,Reserved,6677.35
V7PDBNII5DBYAOL49,Cybertruck,Truck,2020,Tesla,3,63840,15942,Reserved,18044.67
LPFUON76FPFCYYYSF,Golf,Coupe,2019,Volkswagen,2,112095,6007,Available,7033.86
J4F8AOYSSKTU72NF2,Highlander,Sedan,2018,Toyota,3,55202,15872,Available,18899.91
IGYR40VPNUE4SMUNY,BRZ,Coupe,2023,Subaru,1,63424,17124,Reserved,21601.57
Q0GSV6O2TKGSSPT9J,Telluride,SUV,2015,Kia,4,95731,7403,Reserved,9199.67
VGXEGCSX6640TAB0J,Tahoe,Coupe,2019,Chevrolet,2,28558,16329,Reserved,19415.58
BLSPBDVRNAENRC1NN,Golf,Minivan,2022,Volkswagen,2,25845,16638,Reserved,22405.21
HIUGH7FMKJKAEB4B3,Gladiator,Minivan,2017,Jeep,3,10089,14650,Sold,18333.65
QC6KCS3Q7951049ZJ,MX-5 Miata,Truck,2024,Mazda,2,62158,19061,Available,22097.54
3XFVW4I7VIN3RC7DQ,Sportage,Sedan,2024,Kia,3,118887,6079,Available,6841.58
C08LO17847KWKF5MY,Stinger,Hatchback,2024,Kia,4,15522,22065,Reserved,25114.71
88FKIRXIQA0SSK0O5,R8,Truck,2023,Audi,4,75952,13634,Sold,15835.75
J8LC3XVFXPZPW4HA0,Escape,Truck,2021,Ford,1,13158,23561,Sold,26863.55
MWNXKTR9490ASXT13,MX-5 Miata,Minivan,2015,Mazda,2,105736,5000,Reserved,5733.21
OYFP6YODJ5EW2OCJX,Equinox,Coupe,2016,Chevrolet,4,69191,9578,Reserved,11218.46
1G231ZE6QTCULXP17,GT-R,Coupe,2021,Nissan,4,56726,13416,Sold,15339.1
W1Q1VTNAWXJ91VCWD,Escape,SUV,2020,Ford,4,71846,11752,Available,15561.9
HKMNDPA7G7ZM4D4VW,Cybertruck,Hatchback,2018,Tesla,1,84001,11481,Reserved,12859.39
XFMMKCRODLNC207IM,R8,Coupe,2020,Audi,1,112308,5427,Sold,6681.33
QVER1U8SWJ2C4PYJT,Telluride,Sedan,2024,Kia,4,31288,25023,Available,30092.64
B008H3DGCUAS3OYCN,BRZ,Minivan,2024,Subaru,3,29810,21252,Available,28596.58
AS69SPVTS4P28ULGQ,GLC,Coupe,2022,Mercedes-Benz,2,89750,9718,Reserved,10962
2NDRNDE59PX6SMFGV,Supra,Hatchback,2015,Toyota,4,56337,11511,Sold,13807.03
WYX5K00X423ZG54UJ,Tucson,SUV,2016,Hyundai,3,82964,8132,Sold,10916.13
YUMWVDNI6W0EUA86J,MX-5 Miata,Minivan,2016,Mazda,1,107935,5000,Available,6581.88
9WG88ZP5E3O3BHOIW,CX-5,SUV,2021,Mazda,1,37015,22467,Available,29302.99
JV6X7RC4VMQ1MONP4,Z4,Minivan,2018,BMW,2,15931,18472,Available,21510.2
4KRXJ6G05U4J1O1LB,GT-R,Minivan,2015,Nissan,2,32918,13725,Available,15683.86
28V6TNUT4VHZRVJJV,Model X,SUV,2024,Tesla,3,80483,13980,Available,17714.91
JZ7LZ5IMGRVVJGEM3,CR-V,Truck,2020,Honda,2,98394,7508,Reserved,10003.24
NRH02T86ULAZ805AI,Bronco,Minivan,2023,Ford,2,79762,13457,Reserved,16675.79
XL2ECCDPTPXA6ADQH,Camaro,Hatchback,2020,Chevrolet,2,51989,17000,Reserved,21129.35
GEMJG12N5YWL1J06F,BRZ,Truck,2016,Subaru,2,8600,15716,Reserved,18387.64
12W624KGQFZJIFDAS,R8,Hatchback,2017,Audi,4,69950,10579,Sold,13672.02
6QMQ8LAM7SQ3ZNX7J,Gladiator,Coupe,2016,Jeep,1,75514,7061,Available,8097.28
BZYPXFYPBN4QAW67L,MX-5 Miata,Coupe,2021,Mazda,4,89601,10343,Reserved,12214.25
9AX8SICV4YH0KHINR,AMG GT,Truck,2024,Mercedes-Benz,3,15721,27659,Sold,33366.69
ZAJM1JSSTDVEL3CUK,Cybertruck,Minivan,2021,Tesla,4,49069,19237,Available,23601.93
9P0KDMRSDR5IQ32KS,Legacy,Sedan,2021,Subaru,3,55472,18011,Available,20903.61
EH3EMO9Q3GX13H6V7,Corolla,Sedan,2021,Toyota,3,43874,20939,Sold,23634.04
F9KTD1B4JBYEXI5FA,Highlander,Truck,2019,Toyota,2,60282,16168,Reserved,20252.93
PEAPEFD2F8TVAWBG1,R8,Coupe,2022,Audi,1,61577,13200,Available,15472.48
ZO0YO5EH8WK8FH7UM,Gladiator,Truck,2018,Jeep,3,99940,6937,Sold,8638.71
1NG243JH5ISREL302,R8,Coupe,2019,Audi,3,55236,14665,Sold,16697.43
ZNX0598XJ3X14VHIO,Civic,Truck,2016,Honda,3,74096,7652,Sold,9337.62
YNN18EL2MCRU963WW,Prius,Truck,2015,Toyota,1,109371,5000,Reserved,6165.74
JDPU56YHHERK4BVU8,Cybertruck,Coupe,2015,Tesla,2,97784,7296,Reserved,8120.13
IQJK8SG7DUGDGS13X,Golf,Truck,2020,Volkswagen,2,33681,21207,Available,25112.29
7UIEYSWTZ1UHWY0CK,Santa Fe,SUV,2021,Hyundai,1,28800,19777,Sold,22419.28
16YLF0MH9M8TO7IMB,Tahoe,Truck,2016,Chevrolet,3,58852,11814,Sold,13182.58
N2TE6058KFSB4W539,Cybertruck,Minivan,2017,Tesla,4,64506,10839,Reserved,14605.44
A30ZCDNQY2FNL4AHA,5 Series,Coupe,2017,BMW,2,43637,14726,Reserved,17385.35
RDRPXLR9Q02BL068F,Supra,Coupe,2022,Toyota,3,22335,19810,Reserved,25801.9
DBRZYR5A9J3LZ82ZM,Titan,Truck,2024,Nissan,2,114201,6656,Available,7745.32
VBR1OUHQQST70GH03,Tacoma,SUV,2024,Toyota,2,10815,23578,Sold,29952.92
N1YHPIPPJHBNWHJO6,Elantra,SUV,2016,Hyundai,3,32919,16284,Available,21007.29
63TDOL51B5ETT7TR7,Stinger,Coupe,2018,Kia,4,50562,13828,Reserved,17269.92
OZ3OCTN9IRSG50MBY,Accord,Sedan,2022,Honda,3,49744,19456,Available,23695.35
DW203CL0X3MMUTA6X,Q7,Sedan,2016,Audi,2,52745,10071,Reserved,12115.01
U7WNGJFMOUTT5TOAV,X3,Sedan,2020,BMW,4,104081,7718,Sold,9162.94
Z0Y5WH26SOUTRLB05,BRZ,Coupe,2021,Subaru,1,89361,10383,Sold,13834.13
KYCA0QECWY40MK1CG,NSX,Coupe,2021,Honda,4,104843,6519,Available,8524.6
O3TI6ZE6QARFHO2IO,Cherokee,SUV,2017,Jeep,1,15487,17172,Reserved,23032.06
YKNIRPGV8CK4CTE4M,AMG GT,Hatchback,2022,Mercedes-Benz,1,12879,23402,Reserved,26469.4
ZWUXK68Z10E0W99AU,Supra,Hatchback,2016,Toyota,1,52255,12406,Sold,15913.39
060D87LUVOMXF3C22,Malibu,Sedan,2023,Chevrolet,3,66875,19070,Reserved,25450.54
HTIJQ3JTQUI974PZV,Supra,Hatchback,2023,Toyota,3,90756,13086,Sold,14987.5
OGKWAMOZHB9H5RCVM,Corolla,SUV,2017,Toyota,4,47716,14020,Reserved,15655.07
BHDPENMWO7J9WMPK3,F-150,SUV,2016,Ford,2,77665,8612,Reserved,11068.83
UVT6P2TEG1AHEJPKK,CX-5,Sedan,2020,Mazda,4,16423,18320,Reserved,22783.09
TZST1947XJTZB922K,BRZ,Minivan,2017,Subaru,1,70560,9646,Available,12640.67
F1P0VN3LJC0SE8ASP,Tucson,SUV,2022,Hyundai,3,33469,17574,Available,19945.49
HK85XQ3WCAL1FZPD7,Q5,Sedan,2020,Audi,1,27685,17543,Reserved,22785.14
8LDTK2XIT3PTLOCX8,Pilot,SUV,2022,Honda,3,69915,11939,Reserved,13734.71
AL5J93YZY81GVCUJK,Stinger,Minivan,2019,Kia,3,45771,19003,Reserved,21680.79
8PM8H9ATYEVP9J1CL,Elantra,SUV,2017,Hyundai,1,90647,8113,Reserved,9257.47
G372B9U5UIXIPYKK7,Stinger,Hatchback,2015,Kia,1,52520,9986,Available,13018.19
SSPWLV57IMEOHXE9I,CX-9,SUV,2022,Mazda,1,115564,6053,Sold,7664.91
22HV8A9IJT7SLNHYU,C-Class,Coupe,2024,Mercedes-Benz,1,23313,24858,Reserved,30594.39
NFQERJ2ERI29W7DD3,Model Y,Sedan,2019,Tesla,4,110272,5911,Reserved,7032.36
7850TWD7W47NRKDK6,Passat,SUV,2015,Volkswagen,3,104627,5000,Available,6596.5
SU2X07Q5FIP5Q8AS7,Forester,Sedan,2021,Subaru,1,33475,18064,Sold,21642.68
QO2DWKZCHU6WHBPRI,Altima,Truck,2016,Nissan,2,66414,7889,Available,10288.44
YQMJT5VQHTU60IA01,AMG GT,Hatchback,2024,Mercedes-Benz,2,93026,12317,Available,14900.91
FBCOV2DCTMWA0SFRT,GLC,Coupe,2020,Mercedes-Benz,2,95606,10719,Reserved,12801.02
EG27B8Z65178PPQNC,GLC,SUV,2023,Mercedes-Benz,4,67067,18259,Sold,22196.92
VJTT1REDA71QDDPQG,Gladiator,Coupe,2021,Jeep,3,65695,15912,Sold,18702.08
X4GTXAG11IXSXRYHF,GT-R,Coupe,2015,Nissan,2,53921,12331,Available,15868.79
NQ3LDFZ3KT4HLUATY,BRZ,Hatchback,2016,Subaru,4,110612,5000,Sold,6128.4
OXEEINIWAO8MMUNCZ,Gladiator,Minivan,2018,Jeep,2,106931,5968,Reserved,6911.26
TKXEK1XSD2PL6IMR4,Mazda3,SUV,2016,Mazda,4,69060,8517,Available,11284.12
SC8V72YUC9T9UWEZL,BRZ,Coupe,2022,Subaru,3,59820,14218,Sold,17004.34
XQOI3UNNNCY8EWYKU,Passat,SUV,2018,Volkswagen,2,14610,18221,Sold,22519.12
2BMF6I1IECN6OUCRK,Veloster,Hatchback,2024,Hyundai,4,14066,25369,Sold,33654.97
SO0BJB5OQ6E6OLZKJ,GT-R,Coupe,2018,Nissan,4,109101,6951,Available,8730.87
FMEYVO1FXVFTKVW6P,Prius,Truck,2017,Toyota,3,37370,14172,Reserved,16003.37
6I6ZO8ZJVWESHQL0F,Model S,SUV,2023,Tesla,1,18703,29767,Sold,39737.7
VM8JUQ016RXUT97FO,Sonata,SUV,2017,Hyundai,4,40266,11881,Sold,14933.55
69ME9MRK7XS9C89HK,AMG GT,Truck,2016,Mercedes-Benz,4,39341,15003,Sold,17759.45
UEAZQMR1LN5KYRCIW,Cybertruck,Minivan,2022,Tesla,3,42019,21479,Reserved,24374.76
36I5Q4KSACCSWSCJC,Gladiator,Coupe,2020,Jeep,2,49270,13531,Sold,17570.09
6GU9AVNJWC7SVN12J,Mazda3,Sedan,2021,Mazda,3,65195,14373,Reserved,18038.38
P0CJUWY2RWMPIBYVO,X5,Sedan,2020,BMW,2,37802,15935,Sold,19653.68
JPZY39R3VO05JVQ1Q,Cybertruck,Truck,2023,Tesla,4,63090,19989,Sold,26454.9
7S7VLF9VSIWLFVHTO,Pilot,Sedan,2021,Honda,1,110462,6181,Available,8017.68
FFL484HGV0GO9HGAR,Z4,Truck,2016,BMW,4,10963,13329,Sold,15167.32
1HRIGJK3YXT7WU14H,Q7,SUV,2019,Audi,1,45355,14529,Available,17114.15
MK7B8A7JD4LDTE93C,RAV4,SUV,2017,Toyota,2,75813,9300,Reserved,10807.74
GSF6OCZK2XL38V8J4,Model Y,SUV,2018,Tesla,3,106714,8220,Sold,10570.81
5TVK2DIQTYDR8ZIYU,Model S,Sedan,2020,Tesla,2,40294,19141,Available,21215.56
882270ZQZ20LI776Z,Stinger,Minivan,2020,Kia,2,91022,11381,Reserved,14140.58
9TO7CYO0TWFJTEAZV,Model S,SUV,2015,Tesla,4,112290,5000,Reserved,6453.07
GVK4IJPASS89J1XPV,Supra,Hatchback,2016,Toyota,4,19845,14652,Available,19328.79
9884CO57PZZC527AD,MX-5 Miata,Minivan,2021,Mazda,4,94002,10496,Available,12443.22
OZRQCYDWV55MHGU6T,CR-V,SUV,2015,Honda,2,7869,18455,Reserved,24089.58
TO5QP683IDTW8MUJS,Golf,Truck,2020,Volkswagen,4,110904,6757,Available,7619.58
KQ9W2RRZA2V86AB2C,Cybertruck,Coupe,2024,Tesla,3,93080,13593,Sold,17828.76
601RIBMHSUDB66UWL,Cybertruck,Minivan,2016,Tesla,1,60941,11271,Sold,12757.33
D220V5M9LKLJYC752,AMG GT,Minivan,2015,Mercedes-Benz,4,62862,9717,Reserved,11653.81
GVIFCUI4DE7UC22Y9,Cybertruck,Hatchback,2018,Tesla,2,8855,19749,Sold,25660.35
UWA0Q7CMPXQ6VMV58,Supra,Hatchback,2023,Toyota,2,94895,9367,Available,10654.77
1IZU2AKA4CXLLEMCM,Ridgeline,Sedan,2016,Honda,2,59337,11744,Sold,13591.48
NZ5NKC6SDEOI320KH,Cybertruck,Minivan,2019,Tesla,2,98888,8539,Available,10934.73
0P6NFPQF9E4MNB7N8,NSX,Hatchback,2022,Honda,1,83558,12962,Reserved,16591.48
3K78FGQSOSG862EF5,Ridgeline,Truck,2021,Honda,3,66362,15235,Sold,19200.47
5TG3X3V7P6FLZ7Q3C,BRZ,Hatchback,2024,Subaru,3,8132,31448,Reserved,40048.62
ALHYTJHDLYX8MY6SE,Cybertruck,Coupe,2017,Tesla,2,39361,14845,Sold,18343.69
5VS77Q3WV1WOT6N40,Cybertruck,Minivan,2020,Tesla,3,29405,22696,Sold,26394.31
NCG8KQTLW46RC5BAX,Highlander,Truck,2019,Toyota,4,96094,8723,Reserved,10349.18
YDNQU28P20CUTQTXS,X5,Sedan,2017,BMW,2,100526,5131,Available,5877.04
YR8AKHCQFQ4SD7UGD,NSX,Hatchback,2015,Honda,3,84836,7179,Sold,9527.34
9473A46DZWMKDC3PU,Focus,SUV,2024,Ford,4,74797,14911,Sold,18576.84
D5MY6854ED5SCK50H,Z4,Minivan,2024,BMW,2,75234,13892,Reserved,16673.36
SVFFB46GA90N0BDCF,Forester,SUV,2020,Subaru,4,46422,18122,Sold,22027.32
3BPC7Y55FMXH6L4BB,Z4,Hatchback,2022,BMW,1,89135,11761,Sold,15722.35
0BPWURCGN8MT9H9MF,Ridgeline,Sedan,2023,Honda,3,18385,27646,Sold,31470.49
K9H0O1N5PONE55642,Bronco,Hatchback,2023,Ford,1,98012,9130,Reserved,11381.07
A9YOL7PIH03JB99QP,Atlas,Sedan,2019,Volkswagen,1,111465,7525,Sold,9229.2
RTCAQXGHG5TC9G70M,NSX,Minivan,2022,Honda,3,16455,21839,Available,27361.29
C2YKCJSYMDVPWW4V2,MX-5 Miata,Hatchback,2019,Mazda,1,47360,15257,Reserved,16851.78
BKUL1RZ873E54KAU8,Veloster,Truck,2022,Hyundai,1,68095,15061,Sold,19850.86
RAXUMQGZJR6YHC8KS,Explorer,Sedan,2019,Ford,2,69695,15488,Available,20645.96
